Product Name,Product Image,Card Effect,Card Name,Card Number,Card Type,Card Subtype,Class,Cost,Defense Value,Finish,Intellect,Life,Pitch Value,Power,Rarity,Set Name,Multi Faced,Card Uri
"Harmonized Kodachi Unlimited Edition Normal // Rhinar, Reckless Rampage Unlimited Edition Normal",142-1-harmonized-kodachiwtr078.jpg // 142-2-rhinar-reckless-rampagewtr001.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Harmonized Kodachi // Rhinar, Reckless Rampage",WTR078 // WTR001,Hero Weapon,Aura;Dagger (1H),Brute Ninja,,,Unlimited Edition Normal,4,40,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-rhinar-reckless-rampage?Language=English
Head Jab (Red) Unlimited Edition Normal,146-1-head-jab-red-wtr098.jpg,Go again,Head Jab (Red),WTR098,Action,Attack,Ninja,0,2,Unlimited Edition Normal,,,1,3,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/head-jab-red?Language=English
Harmonized Kodachi Unlimited Edition Normal // Seismic Surge Unlimited Edition Normal,144-1-harmonized-kodachiwtr078.jpg // 144-2-seismic-surgewtr075.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Harmonized Kodachi // Seismic Surge,WTR078 // WTR075,Token Weapon,Aura;Dagger (1H),Guardian Ninja,,,Unlimited Edition Normal,,,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-seismic-surge?Language=English
Harmonized Kodachi - 1st Edition // Romping Club - 1st Edition,143-1-harmonized-kodachiwtr078.jpg // 143-2-romping-clubwtr003.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Harmonized Kodachi // Romping Club,WTR078 // WTR003,Weapon,Club (2H);Dagger (1H),Brute Ninja,,,1st Edition,,,,1 // 3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-romping-club?Language=English
Head Jab (Blue) Unlimited Edition Normal,145-1-head-jab-blue-wtr100.jpg,Go again,Head Jab (Blue),WTR100,Action,Attack,Ninja,0,2,Unlimited Edition Normal,,,3,1,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/head-jab-blue?Language=English
Head Jab (Yellow) Unlimited Edition Normal,147-1-head-jab-yellow-wtr099.jpg,Go again,Head Jab (Yellow),WTR099,Action,Attack,Ninja,0,2,Unlimited Edition Normal,,,2,2,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/head-jab-yellow?Language=English
Helm of Isen's Peak Unlimited Edition Normal,150-1-helm-of-isen-s-peakwtr042-c.jpg,"Action - [1 Resource], destroy Helm of Isen's Peak: Your hero gains +1 [Intellect] until end of turn. <br />Battleworn (If you defend with Helm of Isen's Peak, put a -1 [Defense] counter on it when the combat chain closes.)",Helm of Isen's Peak,WTR042-C,Equipment,Head,Guardian,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/helm-of-isens-peak?Language=English
Heart of Fyendal Unlimited Edition Rainbow Foil,148-1-heart-of-fyendalwtr000.jpg,"Legendary (You may only have 1 Heart of Fyendal in your deck.) <br />When you pitch Heart of Fyendal, if you have less [Life] than your opponent, gain 1 [Life].",Heart of Fyendal,WTR000,Resource,Gem,Generic,,,Unlimited Edition Rainbow Foil,,,3,,Fabled,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/heart-of-fyendal?Language=English
Heartened Cross Strap Unlimited Edition Normal,149-1-heartened-cross-strapwtr152.jpg,Action - Destroy Heartened Cross Strap: The next attack action card you play this turn costs [2 Resource] less to play. Go again,Heartened Cross Strap,WTR152,Equipment,Chest,Generic,,0,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/heartened-cross-strap?Language=English
Hope Merchant's Hood Unlimited Edition Normal,151-1-hope-merchant-s-hoodwtr151.jpg,"Instant - Destroy Hope Merchant's Hood: Shuffle any number of cards from your hand into your deck, then draw that many cards.",Hope Merchant's Hood,WTR151,Equipment,Head,Generic,,0,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/hope-merchants-hood?Language=English
Hurricane Technique Unlimited Edition Normal,152-1-hurricane-techniquewtr084.jpg,"Combo - If Rising Knee Thrust was the last attack this combat chain, Hurricane Technique gains +1 [Power], go again, and ""If Hurricane Technique hits, put it into your hand.""",Hurricane Technique,WTR084,Action,Attack,Ninja,1,3,Unlimited Edition Normal,,,2,4,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/hurricane-technique?Language=English
Ironrot Gauntlet Unlimited Edition Normal,153-1-ironrot-gauntletwtr157.jpg,"Blade Break (If you defend with Ironrot Gauntlet, destroy it when the combat chain closes.)",Ironrot Gauntlet,WTR157,Equipment,Arms,Generic,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironrot-gauntlet?Language=English
Ironrot Legs Unlimited Edition Normal,155-1-ironrot-legswtr158.jpg,"Blade Break (If you defend with Ironrot Legs, destroy it when the combat chain closes.)",Ironrot Legs,WTR158,Equipment,Legs,Generic,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironrot-legs?Language=English
Ironrot Helm Unlimited Edition Normal,154-1-ironrot-helmwtr155.jpg,"Blade Break (If you defend with Ironrot Helm, destroy it when the combat chain closes.)",Ironrot Helm,WTR155,Equipment,Head,Generic,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironrot-helm?Language=English
Ironsong Determination Unlimited Edition Normal,157-1-ironsong-determinationwtr122.jpg,Target weapon gains +1 [Power] and dominate until end of turn. <br />Go again,Ironsong Determination,WTR122,Action,,Warrior,0,3,Unlimited Edition Normal,,,2,,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironsong-determination?Language=English
Ironsong Response (Blue) Unlimited Edition Normal,158-1-ironsong-response-blue-wtr134.jpg,"Reprise - If the defending hero has defended with a card from their hand this chain link, target weapon attack gains +1 [Power].",Ironsong Response (Blue),WTR134,Attack Reaction,,Warrior,0,3,Unlimited Edition Normal,,,3,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironsong-response-blue?Language=English
Ironrot Plate Unlimited Edition Normal,156-1-ironrot-platewtr156.jpg,"Blade Break (If you defend with Ironrot Plate, destroy it when the combat chain closes.)",Ironrot Plate,WTR156,Equipment,Chest,Generic,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironrot-plate?Language=English
Ironsong Response (Yellow) Unlimited Edition Normal,160-1-ironsong-response-yellow-wtr133.jpg,"Reprise - If the defending hero has defended with a card from their hand this chain link, target weapon attack gains +2 [Power].",Ironsong Response (Yellow),WTR133,Attack Reaction,,Warrior,0,3,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironsong-response-yellow?Language=English
Ironsong Response (Red) Unlimited Edition Normal,159-1-ironsong-response-red-wtr132.jpg,"Reprise - If the defending hero has defended with a card from their hand this chain link, target weapon attack gains +3 [Power].",Ironsong Response (Red),WTR132,Attack Reaction,,Warrior,0,3,Unlimited Edition Normal,,,1,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/ironsong-response-red?Language=English
Katsu - 1st Edition // Rhinar - 1st Edition,163-1-katsuwtr077.jpg // 163-2-rhinarwtr002.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Katsu // Rhinar,WTR077 // WTR002,Hero,Young,Brute Ninja,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-rhinar?Language=English
Katsu - 1st Edition // Quicken - 1st Edition,162-1-katsuwtr077.jpg // 162-2-quickenwtr225.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.",Katsu // Quicken,WTR077 // WTR225,Hero Token,Aura;Young,Generic Ninja,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-quicken?Language=English
"Katsu - 1st Edition // Katsu, the Wanderer - 1st Edition",161-1-katsuwtr077.jpg // 161-2-katsu-the-wandererwtr076.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Katsu // Katsu, the Wanderer",WTR077 // WTR076,Hero,Young,Ninja,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-katsu-the-wanderer?Language=English
"Katsu - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",164-1-katsuwtr077.jpg // 164-2-rhinar-reckless-rampagewtr001.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Katsu // Rhinar, Reckless Rampage",WTR077 // WTR001,Hero,Young,Brute Ninja,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-rhinar-reckless-rampage?Language=English
Katsu - 1st Edition // Seismic Surge - 1st Edition,166-1-katsuwtr077.jpg // 166-2-seismic-surgewtr075.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Katsu // Seismic Surge,WTR077 // WTR075,Hero Token,Aura;Young,Guardian Ninja,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-seismic-surge?Language=English
"Katsu, the Wanderer - 1st Edition // Quicken - 1st Edition",167-1-katsu-the-wandererwtr076.jpg // 167-2-quickenwtr225.jpg,"Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.","Katsu, the Wanderer // Quicken",WTR076 // WTR225,Hero Token,Aura;Young,Generic Ninja,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-the-wanderer-quicken?Language=English
Katsu - 1st Edition // Romping Club - 1st Edition,165-1-katsuwtr077.jpg // 165-2-romping-clubwtr003.jpg,"Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Katsu // Romping Club,WTR077 // WTR003,Hero Weapon,Club (2H);Young,Brute Ninja,,,1st Edition,4,20,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-romping-club?Language=English
"Katsu, the Wanderer - 1st Edition // Rhinar - 1st Edition",168-1-katsu-the-wandererwtr076.jpg // 168-2-rhinarwtr002.jpg,"Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Katsu, the Wanderer // Rhinar",WTR076 // WTR002,Hero,Young,Brute Ninja,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-the-wanderer-rhinar?Language=English
"Katsu, the Wanderer - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",169-1-katsu-the-wandererwtr076.jpg // 169-2-rhinar-reckless-rampagewtr001.jpg,"Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Katsu, the Wanderer // Rhinar, Reckless Rampage",WTR076 // WTR001,Hero,,Brute Ninja,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-the-wanderer-rhinar-reckless-rampage?Language=English
"Katsu, the Wanderer - 1st Edition // Seismic Surge - 1st Edition",171-1-katsu-the-wandererwtr076.jpg // 171-2-seismic-surgewtr075.jpg,"Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.","Katsu, the Wanderer // Seismic Surge",WTR076 // WTR075,Hero Token,Aura,Guardian Ninja,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-the-wanderer-seismic-surge?Language=English
Last Ditch Effort Unlimited Edition Normal,172-1-last-ditch-effortwtr161.jpg,"When you play Last Ditch Effort, if you have no cards in your deck, it gains +4 [Power] and go again.",Last Ditch Effort,WTR161,Action,Attack,Generic,3,3,Unlimited Edition Normal,,,3,4,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/last-ditch-effort?Language=English
"Katsu, the Wanderer Unlimited Edition Normal // Romping Club Unlimited Edition Normal",170-1-katsu-the-wandererwtr076.jpg // 170-2-romping-clubwtr003.jpg,"Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.","Katsu, the Wanderer // Romping Club",WTR076 // WTR003,Hero Weapon,Club (2H),Brute Ninja,,,Unlimited Edition Normal,4,40,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/katsu-the-wanderer-romping-club?Language=English
Leg Tap (Blue) Unlimited Edition Normal,173-1-leg-tap-blue-wtr103.jpg,Go again,Leg Tap (Blue),WTR103,Action,Attack,Ninja,1,2,Unlimited Edition Normal,,,3,2,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/leg-tap-blue?Language=English
Leg Tap (Red) Unlimited Edition Normal,174-1-leg-tap-red-wtr101.jpg,Go again,Leg Tap (Red),WTR101,Action,Attack,Ninja,1,2,Unlimited Edition Normal,,,1,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/leg-tap-red?Language=English
Mask of Momentum Unlimited Edition Rainbow Foil,177-1-mask-of-momentumwtr079.jpg,"Once per Turn Effect - When an attack action card you control is the third or higher chain link in a row to hit, draw a card. <br />Blade Break (If you defend with Mask of Momentum, destroy it when the combat chain closes.)",Mask of Momentum,WTR079,Equipment,Head,Ninja,,2,Unlimited Edition Rainbow Foil,,,,,Legendary,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/mask-of-momentum?Language=English
Leg Tap (Yellow) Unlimited Edition Normal,175-1-leg-tap-yellow-wtr102.jpg,Go again,Leg Tap (Yellow),WTR102,Action,Attack,Ninja,1,2,Unlimited Edition Normal,,,2,3,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/leg-tap-yellow?Language=English
Lord of Wind Unlimited Edition Normal,176-1-lord-of-windwtr081.jpg,"Katsu Specialization (You may only have Lord of Wind in your deck if your hero is Katsu.) <br />Combo - If Mugenshi: RELEASE was the last attack this combat chain, you may pay X resource points as an additional cost to play Lord of Wind. If you do, shuffle X target cards named Surging Strike, Whelming Gustwave, and/or Mugenshi: RELEASE from your graveyard into your deck, then Lord of Wind gains X [Power].",Lord of Wind,WTR081,Action,Attack,Ninja,0,3,Unlimited Edition Normal,,,3,2,Majestic,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/lord-of-wind?Language=English
Mugenshi: RELEASE Unlimited Edition Normal,178-1-mugenshi-releasewtr083.jpg,"Katsu Specialization (You may only have Mugenshi: RELEASE in your deck if your hero is Katsu.) <br />Combo - If Whelming Gustwave was the last attack this combat chain, Mugenshi: RELEASE gains +1 [Power], go again, and ""If this hits, search your deck for any number of cards named Lord of Wind, reveal them, put them into your hand, then shuffle your deck.""",Mugenshi: RELEASE,WTR083,Action,Attack,Ninja,1,3,Unlimited Edition Normal,,,2,4,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/mugenshi-release?Language=English
Nature's Path Pilgrimage (Blue) Unlimited Edition Normal,179-1-nature-s-path-pilgrimage-blue-wtr149.jpg,"Your next weapon attack this turn gains +1 [Power] and ""If this hits and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal."" <br />Go again",Nature's Path Pilgrimage (Blue),WTR149,Action,,Warrior,1,3,Unlimited Edition Normal,,,3,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/natures-path-pilgrimage-blue?Language=English
Nimble Strike (Blue) Unlimited Edition Normal,182-1-nimble-strike-blue-wtr187.jpg,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1 [Power] and go again.",Nimble Strike (Blue),WTR187,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,3,2,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimble-strike-blue?Language=English
Nature's Path Pilgrimage (Red) Unlimited Edition Normal,180-1-nature-s-path-pilgrimage-red-wtr147.jpg,"Your next weapon attack this turn gains +3 [Power] and ""If this hits and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal."" <br />Go again",Nature's Path Pilgrimage (Red),WTR147,Action,,Warrior,1,3,Unlimited Edition Normal,,,1,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/natures-path-pilgrimage-red?Language=English
Nimble Strike (Red) Unlimited Edition Normal,183-1-nimble-strike-red-wtr185.jpg,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1 [Power] and go again.",Nimble Strike (Red),WTR185,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,1,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimble-strike-red?Language=English
Nature's Path Pilgrimage (Yellow) Unlimited Edition Normal,181-1-nature-s-path-pilgrimage-yellow-wtr148.jpg,"Your next weapon attack this turn gains +2 [Power] and ""If this hits and you have no cards in your arsenal, reveal the top card of your deck. If it's an action card, put it face down into your arsenal."" <br />Go again",Nature's Path Pilgrimage (Yellow),WTR148,Action,,Warrior,1,3,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/natures-path-pilgrimage-yellow?Language=English
Nimblism (Red) Unlimited Edition Normal,186-1-nimblism-red-wtr218.jpg,The next attack action card with cost [1 Resource] or less you play this turn gains +3 [Power]. <br />Go again,Nimblism (Red),WTR218,Action,Aura,Generic,0,2,Unlimited Edition Normal,,,1,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimblism-red?Language=English
Nimblism (Blue) Unlimited Edition Normal,185-1-nimblism-blue-wtr220.jpg,The next attack action card with cost [1 Resource] or less you play this turn gains +1 [Power]. <br />Go again,Nimblism (Blue),WTR220,Action,Aura,Generic,0,2,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimblism-blue?Language=English
Nimble Strike (Yellow) Unlimited Edition Normal,184-1-nimble-strike-yellow-wtr186.jpg,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gains +1 [Power] and go again.",Nimble Strike (Yellow),WTR186,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,2,3,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimble-strike-yellow?Language=English
Open the Center (Blue) Unlimited Edition Normal,188-1-open-the-center-blue-wtr097.jpg,"Combo - If Head Jab was the last attack this combat chain, Open the Center gains +1 [Power], go again, and dominate. (The defending hero can't defend Open the Center with more than 1 card from their hand.)",Open the Center (Blue),WTR097,Action,Attack,Ninja,2,3,Unlimited Edition Normal,,,3,3,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/open-the-center-blue?Language=English
Nimblism (Yellow) Unlimited Edition Normal,187-1-nimblism-yellow-wtr219.jpg,The next attack action card with cost [1 Resource] or less you play this turn gains +2 [Power]. <br />Go again,Nimblism (Yellow),WTR219,Action,Aura,Generic,0,2,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/nimblism-yellow?Language=English
Open the Center (Red) Unlimited Edition Normal,189-1-open-the-center-red-wtr095.jpg,"Combo - If Head Jab was the last attack this combat chain, Open the Center gains +1 [Power], go again, and dominate. (The defending hero can't defend Open the Center with more than 1 card from their hand.)",Open the Center (Red),WTR095,Action,Attack,Ninja,2,3,Unlimited Edition Normal,,,1,5,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/open-the-center-red?Language=English
Open the Center (Yellow) Unlimited Edition Rainbow Foil,190-1-open-the-center-yellow-wtr096.jpg,"Combo - If Head Jab was the last attack this combat chain, Open the Center gains +1 [Power], go again, and dominate. (The defending hero can't defend Open the Center with more than 1 card from their hand.)",Open the Center (Yellow),WTR096,Action,Attack,Ninja,2,3,Unlimited Edition Rainbow Foil,,,2,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/open-the-center-yellow?Language=English
Overpower (Blue) Unlimited Edition Normal,191-1-overpower-blue-wtr125.jpg,"Target weapon attack gains +2 [Power]. <br />Reprise - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2 [Power].",Overpower (Blue),WTR125,Attack Reaction,,Warrior,3,3,Unlimited Edition Normal,,,3,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/overpower-blue?Language=English
Overpower (Yellow) Unlimited Edition Normal,193-1-overpower-yellow-wtr124.jpg,"Target weapon attack gains +3 [Power]. <br />Reprise - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2 [Power].",Overpower (Yellow),WTR124,Attack Reaction,,Warrior,3,3,Unlimited Edition Normal,,,2,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/overpower-yellow?Language=English
Overpower (Red) Unlimited Edition Normal,192-1-overpower-red-wtr123.jpg,"Target weapon attack gains +4 [Power]. <br />Reprise - If the defending hero has defended with a card from their hand this chain link, the attack gains an additional +2 [Power].",Overpower (Red),WTR123,Attack Reaction,,Warrior,3,3,Unlimited Edition Normal,,,1,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/overpower-red?Language=English
Pack Hunt (Blue) Unlimited Edition Normal,194-1-pack-hunt-blue-wtr025.jpg,"Intimidate (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Pack Hunt (Blue),WTR025,Action,Attack,Brute,2,3,Unlimited Edition Normal,,,3,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/pack-hunt-blue?Language=English
Potion of Strength Unlimited Edition Normal,197-1-potion-of-strengthwtr171.jpg,(Item's stay in the arena until they are destroyed.) <br />Action - Destroy Potion of Strength: Your next attack this turn gains +2 [Power]. Go again,Potion of Strength,WTR171,Action,Item,Generic,0,,Unlimited Edition Normal,,,3,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/potion-of-strength?Language=English
